검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Systematic,37948906,The 'Kidney' model for optimising feedback in undergraduate clinical communication: A meta-ethnographic systematic review,"Miles K, O'Neill B, Li S.",Patient Educ Couns. 2024 Feb;119:108050. doi: 10.1016/j.pec.2023.108050. Epub 2023 Nov 3.,Miles K,Patient Educ Couns,2024,2023/11/10,,,10.1016/j.pec.2023.108050
Systematic,40121935,Patient-centred care in precision oncology: A systematic review,"Adi-Wauran E, Krishnapillai S, Uleryk E, Saeedi S, Bombard Y.",Patient Educ Couns. 2025 Jul;136:108753. doi: 10.1016/j.pec.2025.108753. Epub 2025 Mar 12.,Adi-Wauran E,Patient Educ Couns,2025,2025/03/23,,,10.1016/j.pec.2025.108753
Systematic,16257619,The multimedia computer for office-based patient education: a systematic review,"Wofford JL, Smith ED, Miller DP.",Patient Educ Couns. 2005 Nov;59(2):148-57. doi: 10.1016/j.pec.2004.10.011. Epub 2005 Jan 4.,Wofford JL,Patient Educ Couns,2005,2005/11/01,,,10.1016/j.pec.2004.10.011
Systematic,36220675,For which decisions is Shared Decision Making considered appropriate? - A systematic review,"van der Horst DEM, Garvelink MM, Bos WJW, Stiggelbout AM, Pieterse AH.",Patient Educ Couns. 2023 Jan;106:3-16. doi: 10.1016/j.pec.2022.09.015. Epub 2022 Sep 28.,van der Horst DEM,Patient Educ Couns,2023,2022/10/11,,,10.1016/j.pec.2022.09.015
Systematic,12915275,"A systematic review of psychosocial outcomes following education, self-management and psychological interventions in diabetes mellitus","Steed L, Cooke D, Newman S.",Patient Educ Couns. 2003 Sep;51(1):5-15. doi: 10.1016/s0738-3991(02)00213-6.,Steed L,Patient Educ Couns,2003,2003/08/14,,,10.1016/s0738-3991(02)00213-6
Systematic,28442156,Treatment decision-making in ductal carcinoma in situ: A mixed methods systematic review of women's experiences and information needs,"Rutherford C, Mercieca-Bebber R, Butow P, Wu JL, King MT.",Patient Educ Couns. 2017 Sep;100(9):1654-1666. doi: 10.1016/j.pec.2017.04.009. Epub 2017 Apr 15.,Rutherford C,Patient Educ Couns,2017,2017/04/27,,,10.1016/j.pec.2017.04.009
Systematic,27682739,A systematic review of patient-practitioner communication interventions involving treatment decisions,"Grady A, Carey M, Bryant J, Sanson-Fisher R, Hobden B.",Patient Educ Couns. 2017 Feb;100(2):199-211. doi: 10.1016/j.pec.2016.09.010. Epub 2016 Sep 20.,Grady A,Patient Educ Couns,2017,2016/09/30,,,10.1016/j.pec.2016.09.010
Systematic,38471312,Communicating cardiovascular risk: Systematic review of qualitative evidence,"Lorenc T, Stokes G, Fulbright H, Sutcliffe K, Sowden A.",Patient Educ Couns. 2024 Jun;123:108231. doi: 10.1016/j.pec.2024.108231. Epub 2024 Feb 29.,Lorenc T,Patient Educ Couns,2024,2024/03/12,,,10.1016/j.pec.2024.108231
Systematic,41129891,Use and effectiveness of video-based resources by pharmacists for patient education and counselling: A systematic review,"Isaacs T, De Guzman KR, Ryan M, Snoswell CL.",Patient Educ Couns. 2026 Jan;142:109388. doi: 10.1016/j.pec.2025.109388. Epub 2025 Oct 14.,Isaacs T,Patient Educ Couns,2026,2025/10/23,,,10.1016/j.pec.2025.109388
Systematic,35063310,Reflective writing in the teaching of communication skills for medical students-A systematic review,"Franco RS, Franco CAGDS, Severo M, Ferreira MA, Karnieli-Miller O.",Patient Educ Couns. 2022 Jul;105(7):1842-1851. doi: 10.1016/j.pec.2022.01.003. Epub 2022 Jan 12.,Franco RS,Patient Educ Couns,2022,2022/01/22,,,10.1016/j.pec.2022.01.003
Systematic,29103882,Psychoeducational interventions in adolescent depression: A systematic review,"Bevan Jones R, Thapar A, Stone Z, Thapar A, Jones I, Smith D, Simpson S.",Patient Educ Couns. 2018 May;101(5):804-816. doi: 10.1016/j.pec.2017.10.015. Epub 2017 Oct 24.,Bevan Jones R,Patient Educ Couns,2018,2017/11/07,PMC5933524,,10.1016/j.pec.2017.10.015
Systematic,39893988,Health professionals' perspectives on the use of Artificial Intelligence in healthcare: A systematic review,"Sahoo RK, Sahoo KC, Negi S, Baliarsingh SK, Panda B, Pati S.",Patient Educ Couns. 2025 May;134:108680. doi: 10.1016/j.pec.2025.108680. Epub 2025 Jan 27.,Sahoo RK,Patient Educ Couns,2025,2025/02/02,,,10.1016/j.pec.2025.108680
Systematic,21798685,Outcomes of online support and resources for cancer survivors: a systematic literature review,"Hong Y, Peña-Purcell NC, Ory MG.",Patient Educ Couns. 2012 Mar;86(3):288-96. doi: 10.1016/j.pec.2011.06.014. Epub 2011 Jul 27.,Hong Y,Patient Educ Couns,2012,2011/07/30,,,10.1016/j.pec.2011.06.014
Systematic,26924609,Communication and decision-making in mental health: A systematic review focusing on Bipolar disorder,"Fisher A, Manicavasagar V, Kiln F, Juraskova I.",Patient Educ Couns. 2016 Jul;99(7):1106-1120. doi: 10.1016/j.pec.2016.02.011. Epub 2016 Feb 23.,Fisher A,Patient Educ Couns,2016,2016/03/01,,,10.1016/j.pec.2016.02.011
Systematic,37542823,Characterising consumer engagement in virtual models of care: A systematic review and narrative synthesis,"Iqbal MP, Newman B, Ellis LA, Mears S, Harrison R.",Patient Educ Couns. 2023 Oct;115:107922. doi: 10.1016/j.pec.2023.107922. Epub 2023 Jul 25.,Iqbal MP,Patient Educ Couns,2023,2023/08/05,,,10.1016/j.pec.2023.107922
Systematic,38070298,Effectiveness of video-based health promotion: A systematic review and meta-analysis,"Xiao X, Wong RM, Yang W.",Patient Educ Couns. 2024 Feb;119:108095. doi: 10.1016/j.pec.2023.108095. Epub 2023 Dec 4.,Xiao X,Patient Educ Couns,2024,2023/12/09,,,10.1016/j.pec.2023.108095
Systematic,32798080,Definitions and use of the teach-back method in healthcare consultations with patients: A systematic review and thematic synthesis,"Shersher V, Haines TP, Sturgiss L, Weller C, Williams C.",Patient Educ Couns. 2021 Jan;104(1):118-129. doi: 10.1016/j.pec.2020.07.026. Epub 2020 Aug 1.,Shersher V,Patient Educ Couns,2021,2020/08/17,,,10.1016/j.pec.2020.07.026
Systematic,38354430,eHealth literacy in prostate cancer: A systematic review,"Jackson SR, Yu P, Armany D, Occhipinti S, Chambers S, Leslie S, Patel MI.",Patient Educ Couns. 2024 Jun;123:108193. doi: 10.1016/j.pec.2024.108193. Epub 2024 Feb 7.,Jackson SR,Patient Educ Couns,2024,2024/02/14,,,10.1016/j.pec.2024.108193
Systematic,21824738,Association between nonverbal communication during clinical interactions and outcomes: a systematic review and meta-analysis,"Henry SG, Fuhrel-Forbis A, Rogers MA, Eggly S.",Patient Educ Couns. 2012 Mar;86(3):297-315. doi: 10.1016/j.pec.2011.07.006. Epub 2011 Aug 6.,Henry SG,Patient Educ Couns,2012,2011/08/10,,,10.1016/j.pec.2011.07.006
Systematic,39970486,Web-based educational tools and decision aids for patients with advanced cancer: A systematic review,"Ullrich P, Voß H, Unsöld L, Thomas M, Villalobos M.",Patient Educ Couns. 2025 May;134:108706. doi: 10.1016/j.pec.2025.108706. Epub 2025 Feb 14.,Ullrich P,Patient Educ Couns,2025,2025/02/19,,,10.1016/j.pec.2025.108706
Systematic,31866198,The experiences and perspectives of family surrogate decision-makers: A systematic review of qualitative studies,"Su Y, Yuki M, Hirayama K.",Patient Educ Couns. 2020 Jun;103(6):1070-1081. doi: 10.1016/j.pec.2019.12.011. Epub 2019 Dec 16.,Su Y,Patient Educ Couns,2020,2019/12/24,,,10.1016/j.pec.2019.12.011
Systematic,35811257,Experiences of empathy training in healthcare: A systematic review of qualitative studies,"Winter R, Leanage N, Roberts N, Norman RI, Howick J.",Patient Educ Couns. 2022 Oct;105(10):3017-3037. doi: 10.1016/j.pec.2022.06.015. Epub 2022 Jun 30.,Winter R,Patient Educ Couns,2022,2022/07/10,,,10.1016/j.pec.2022.06.015
Systematic,39366124,Roles and contributions of companions in healthcare professional-older patient interaction: A systematic review,"Zhang X, Wu Y.",Patient Educ Couns. 2025 Jan;130:108455. doi: 10.1016/j.pec.2024.108455. Epub 2024 Oct 2.,Zhang X,Patient Educ Couns,2025,2024/10/04,,,10.1016/j.pec.2024.108455
Systematic,24021418,Educational benefits of Internet and computer-based programmes for prostate cancer patients: a systematic review,"Salonen A, Ryhänen AM, Leino-Kilpi H.",Patient Educ Couns. 2014 Jan;94(1):10-9. doi: 10.1016/j.pec.2013.08.022. Epub 2013 Aug 30.,Salonen A,Patient Educ Couns,2014,2013/09/12,,,10.1016/j.pec.2013.08.022
Systematic,36207219,Video-based observation research: A systematic review of studies in outpatient health care settings,"Golembiewski EH, Espinoza Suarez NR, Maraboto Escarria AP, Yang AX, Kunneman M, Hassett LC, Montori VM.",Patient Educ Couns. 2023 Jan;106:42-67. doi: 10.1016/j.pec.2022.09.017. Epub 2022 Oct 2.,Golembiewski EH,Patient Educ Couns,2023,2022/10/07,,,10.1016/j.pec.2022.09.017
Systematic,21316898,Diabetes education in mainland China- a systematic review of the literature,"Lou Q, Wu L, Dai X, Cao M, Ruan Y.",Patient Educ Couns. 2011 Dec;85(3):336-47. doi: 10.1016/j.pec.2011.01.006. Epub 2011 Feb 12.,Lou Q,Patient Educ Couns,2011,2011/02/15,,,10.1016/j.pec.2011.01.006
Systematic,20807676,Systematic review of the effect of dental staff behaviour on child dental patient anxiety and behaviour,"Zhou Y, Cameron E, Forbes G, Humphris G.",Patient Educ Couns. 2011 Oct;85(1):4-13. doi: 10.1016/j.pec.2010.08.002. Epub 2010 Aug 31.,Zhou Y,Patient Educ Couns,2011,2010/09/03,,,10.1016/j.pec.2010.08.002
Systematic,30594322,Information and participation preferences and needs of non-Western ethnic minority cancer patients and survivors: A systematic review of the literature,"Yılmaz NG, Schouten BC, Schinkel S, van Weert JCM.",Patient Educ Couns. 2019 Apr;102(4):631-650. doi: 10.1016/j.pec.2018.11.018. Epub 2018 Nov 24.,Yılmaz NG,Patient Educ Couns,2019,2018/12/31,,,10.1016/j.pec.2018.11.018
Systematic,36516659,Young-onset dementia: A systematic review of the psychological and social impact on relatives,"Wiggins M, McEwen A, Sexton A.",Patient Educ Couns. 2023 Feb;107:107585. doi: 10.1016/j.pec.2022.107585. Epub 2022 Nov 30.,Wiggins M,Patient Educ Couns,2023,2022/12/14,,,10.1016/j.pec.2022.107585
Systematic,27693375,Patient perceptions of clinical care in complementary medicine: A systematic review of the consultation experience,"Foley H, Steel A.",Patient Educ Couns. 2017 Feb;100(2):212-223. doi: 10.1016/j.pec.2016.09.015. Epub 2016 Sep 22.,Foley H,Patient Educ Couns,2017,2016/10/04,,,10.1016/j.pec.2016.09.015
Systematic,15893206,Information needs and sources of information among cancer patients: a systematic review of research (1980-2003),"Rutten LJ, Arora NK, Bakos AD, Aziz N, Rowland J.",Patient Educ Couns. 2005 Jun;57(3):250-61. doi: 10.1016/j.pec.2004.06.006.,Rutten LJ,Patient Educ Couns,2005,2005/05/17,,,10.1016/j.pec.2004.06.006
Systematic,25308954,Doctor-patient communication skills training in mainland China: a systematic review of the literature,"Liu X, Rohrer W, Luo A, Fang Z, He T, Xie W.",Patient Educ Couns. 2015 Jan;98(1):3-14. doi: 10.1016/j.pec.2014.09.012. Epub 2014 Sep 30.,Liu X,Patient Educ Couns,2015,2014/10/14,,,10.1016/j.pec.2014.09.012
Systematic,35858869,"Peer support interventions on quality of life, depression, anxiety, and self-efficacy among patients with cancer: A systematic review and meta-analysis","Zhang S, Li J, Hu X.",Patient Educ Couns. 2022 Nov;105(11):3213-3224. doi: 10.1016/j.pec.2022.07.008. Epub 2022 Jul 13.,Zhang S,Patient Educ Couns,2022,2022/07/20,,,10.1016/j.pec.2022.07.008
Systematic,35537900,Effective communication with caregivers to prevent unintentional injuries in children under seven years. A systematic review,"Stehr P, Reifegerste D, Rossmann C, Caspar K, Schulze A, Lindemann AK.",Patient Educ Couns. 2022 Aug;105(8):2721-2730. doi: 10.1016/j.pec.2022.04.015. Epub 2022 Apr 28.,Stehr P,Patient Educ Couns,2022,2022/05/10,,,10.1016/j.pec.2022.04.015
Systematic,32912809,Can self-management programmes change healthcare utilisation in COPD?: A systematic review and framework analysis,"Smalley KR, Aufegger L, Flott K, Mayer EK, Darzi A.",Patient Educ Couns. 2021 Jan;104(1):50-63. doi: 10.1016/j.pec.2020.08.015. Epub 2020 Sep 2.,Smalley KR,Patient Educ Couns,2021,2020/09/11,PMC7762718,,10.1016/j.pec.2020.08.015
Systematic,34736829,Interventions to improve medication adherence in inflammatory bowel disease: A systematic review,"Gohil S, Majd Z, Sheneman JC, Abughosh SM.",Patient Educ Couns. 2022 Jul;105(7):1731-1742. doi: 10.1016/j.pec.2021.10.017. Epub 2021 Oct 15.,Gohil S,Patient Educ Couns,2022,2021/11/05,,,10.1016/j.pec.2021.10.017
Systematic,21474265,Patient preferences for shared decisions: a systematic review,"Chewning B, Bylund CL, Shah B, Arora NK, Gueguen JA, Makoul G.",Patient Educ Couns. 2012 Jan;86(1):9-18. doi: 10.1016/j.pec.2011.02.004. Epub 2011 Apr 6.,Chewning B,Patient Educ Couns,2012,2011/04/09,PMC4530615,NIHMS279704,10.1016/j.pec.2011.02.004
Systematic,32192783,Self-management support provided by trained asthma educators result in improved quality of life and asthma control compared to usual care: A systematic review and meta-analysis,"Babineau-Therrien J, Boulet LP, Gagné M.",Patient Educ Couns. 2020 Aug;103(8):1498-1506. doi: 10.1016/j.pec.2020.02.040. Epub 2020 Feb 29.,Babineau-Therrien J,Patient Educ Couns,2020,2020/03/21,,,10.1016/j.pec.2020.02.040
Systematic,40493988,Considerations of older adults with multimorbidity when facing healthcare choices: A qualitative systematic review,"Thölking TW, Girard D, Engels Y, Schoon Y, van Wijngaarden EJ.",Patient Educ Couns. 2025 Sep;138:109194. doi: 10.1016/j.pec.2025.109194. Epub 2025 May 30.,Thölking TW,Patient Educ Couns,2025,2025/06/10,,,10.1016/j.pec.2025.109194
Systematic,19233586,Gender differences in computer-mediated communication: a systematic literature review of online health-related support groups,"Mo PK, Malik SH, Coulson NS.",Patient Educ Couns. 2009 Apr;75(1):16-24. doi: 10.1016/j.pec.2008.08.029. Epub 2009 Feb 23.,Mo PK,Patient Educ Couns,2009,2009/02/24,,,10.1016/j.pec.2008.08.029
Systematic,29937112,What adolescents living with long-term conditions say about being involved in decision-making about their healthcare: A systematic review and narrative synthesis of preferences and experiences,"Jordan A, Wood F, Edwards A, Shepherd V, Joseph-Williams N.",Patient Educ Couns. 2018 Oct;101(10):1725-1735. doi: 10.1016/j.pec.2018.06.006. Epub 2018 Jun 18.,Jordan A,Patient Educ Couns,2018,2018/06/26,,,10.1016/j.pec.2018.06.006
Systematic,32284167,A systematic review of interventions aiming to improve communication of prognosis to adult patients,"Selim S, Kunkel E, Wegier P, Tanuseputro P, Downar J, Isenberg SR, Li A, Kyeremanteng K, Manuel D, Kobewka DM.",Patient Educ Couns. 2020 Aug;103(8):1467-1497. doi: 10.1016/j.pec.2020.02.029. Epub 2020 Feb 28.,Selim S,Patient Educ Couns,2020,2020/04/15,,,10.1016/j.pec.2020.02.029
Systematic,34030929,A systematic review of communication about Complementary and Integrative Health (CIH) in global biomedical settings,"Ho EY, Bylund CL, Wollney E, Peterson EB, Wong HN, Koenig CJ.",Patient Educ Couns. 2021 Dec;104(12):2900-2911. doi: 10.1016/j.pec.2021.05.015. Epub 2021 May 13.,Ho EY,Patient Educ Couns,2021,2021/05/25,,,10.1016/j.pec.2021.05.015
Systematic,32563705,"Open dialogue about complementary and alternative medicine (CAM) integrated in conventional oncology care, characteristics and impact. A systematic review","Stie M, Jensen LH, Delmar C, Nørgaard B.",Patient Educ Couns. 2020 Nov;103(11):2224-2234. doi: 10.1016/j.pec.2020.06.003. Epub 2020 Jun 9.,Stie M,Patient Educ Couns,2020,2020/06/22,,,10.1016/j.pec.2020.06.003
Systematic,34538465,Decision-making support among racial and ethnic minorities diagnosed with breast or prostate cancer: A systematic review of the literature,"DeRosa AP, Grell Y, Razon D, Komsany A, Pinheiro LC, Martinez J, Phillips E.",Patient Educ Couns. 2022 May;105(5):1057-1065. doi: 10.1016/j.pec.2021.09.012. Epub 2021 Sep 9.,DeRosa AP,Patient Educ Couns,2022,2021/09/20,,,10.1016/j.pec.2021.09.012
Systematic,31924384,Impact of pictograms on medication adherence: A systematic literature review,"Sletvold H, Sagmo LAB, Torheim EA.",Patient Educ Couns. 2020 Jun;103(6):1095-1103. doi: 10.1016/j.pec.2019.12.018. Epub 2019 Dec 31.,Sletvold H,Patient Educ Couns,2020,2020/01/12,,,10.1016/j.pec.2019.12.018
Systematic,35304074,A systematic review of theory-informed strategies used in interventions fostering family genetic risk communication,"Zhao J, Guan Y, McBride CM.",Patient Educ Couns. 2022 Jul;105(7):1953-1962. doi: 10.1016/j.pec.2022.03.009. Epub 2022 Mar 11.,Zhao J,Patient Educ Couns,2022,2022/03/19,PMC9203975,NIHMS1790812,10.1016/j.pec.2022.03.009
Systematic,37075650,The effects of motivational interviewing on hypertension management: A systematic review and meta-analysis,"Huang X, Xu N, Wang Y, Sun Y, Guo A.",Patient Educ Couns. 2023 Jul;112:107760. doi: 10.1016/j.pec.2023.107760. Epub 2023 Apr 14.,Huang X,Patient Educ Couns,2023,2023/04/19,,,10.1016/j.pec.2023.107760
Systematic,29861339,A systematic review of medical mistrust measures,"Williamson LD, Bigman CA.",Patient Educ Couns. 2018 Oct;101(10):1786-1794. doi: 10.1016/j.pec.2018.05.007. Epub 2018 May 17.,Williamson LD,Patient Educ Couns,2018,2018/06/05,,,10.1016/j.pec.2018.05.007
Systematic,37716242,Supporting older patients in making healthcare decisions: The effectiveness of decision aids; A systematic review and meta-analysis,"Gans EA, van Mun LAM, de Groot JF, van Munster BC, Rake EA, van Weert JCM, Festen S, van den Bos F.",Patient Educ Couns. 2023 Nov;116:107981. doi: 10.1016/j.pec.2023.107981. Epub 2023 Sep 13.,Gans EA,Patient Educ Couns,2023,2023/09/16,,,10.1016/j.pec.2023.107981
Systematic,26404055,"A systematic review of evidence for end-of-life communication interventions: Who do they target, how are they structured and do they work?","Walczak A, Butow PN, Bu S, Clayton JM.",Patient Educ Couns. 2016 Jan;99(1):3-16. doi: 10.1016/j.pec.2015.08.017. Epub 2015 Aug 17.,Walczak A,Patient Educ Couns,2016,2015/09/26,,,10.1016/j.pec.2015.08.017
Systematic,34483005,Evaluating chronic pain interventions in recent refugees and immigrant populations: A systematic review,"Altun A, Brown H, Sturgiss L, Russell G.",Patient Educ Couns. 2022 May;105(5):1152-1169. doi: 10.1016/j.pec.2021.08.021. Epub 2021 Aug 27.,Altun A,Patient Educ Couns,2022,2021/09/06,,,10.1016/j.pec.2021.08.021
Systematic,32576421,Self-management interventions for people with intellectual disabilities: A systematic review,"Sandjojo J, Eltringham EG, Gebhardt WA, Zedlitz AMEE, Embregts PJCM, Evers AWM.",Patient Educ Couns. 2020 Oct;103(10):1983-1996. doi: 10.1016/j.pec.2020.06.009. Epub 2020 Jun 9.,Sandjojo J,Patient Educ Couns,2020,2020/06/25,,,10.1016/j.pec.2020.06.009
Systematic,27693082,Culture and nonverbal expressions of empathy in clinical settings: A systematic review,"Lorié Á, Reinero DA, Phillips M, Zhang L, Riess H.",Patient Educ Couns. 2017 Mar;100(3):411-424. doi: 10.1016/j.pec.2016.09.018. Epub 2016 Sep 25.,Lorié Á,Patient Educ Couns,2017,2016/10/04,,,10.1016/j.pec.2016.09.018
Systematic,38101088,Supporting the transition to parenthood: a systematic review of empirical studies on emotional and psychological interventions for first-time parents,"Refaeli LB, Rodrigues M, Neaman A, Bertele N, Ziv Y, Talmon A, Enav Y.",Patient Educ Couns. 2024 Mar;120:108090. doi: 10.1016/j.pec.2023.108090. Epub 2023 Dec 1.,Refaeli LB,Patient Educ Couns,2024,2023/12/15,,,10.1016/j.pec.2023.108090
Systematic,24207115,Health literacy and cancer screening: a systematic review,"Oldach BR, Katz ML.",Patient Educ Couns. 2014 Feb;94(2):149-57. doi: 10.1016/j.pec.2013.10.001. Epub 2013 Oct 14.,Oldach BR,Patient Educ Couns,2014,2013/11/12,PMC3946869,NIHMS532111,10.1016/j.pec.2013.10.001
Systematic,34366228,Telehealth delivery of motivational interviewing for diabetes management: A systematic review of randomized controlled trials,"McDaniel CC, Kavookjian J, Whitley HP.",Patient Educ Couns. 2022 Apr;105(4):805-820. doi: 10.1016/j.pec.2021.07.036. Epub 2021 Jul 24.,McDaniel CC,Patient Educ Couns,2022,2021/08/09,PMC8912910,NIHMS1782898,10.1016/j.pec.2021.07.036
Systematic,28987451,Smoking prevention in children and adolescents: A systematic review of individualized interventions,"Duncan LR, Pearson ES, Maddison R.",Patient Educ Couns. 2018 Mar;101(3):375-388. doi: 10.1016/j.pec.2017.09.011. Epub 2017 Sep 21.,Duncan LR,Patient Educ Couns,2018,2017/10/09,,,10.1016/j.pec.2017.09.011
Systematic,19570647,How to define and measure concordance between patients' preferences and medical treatments: A systematic review of approaches and recommendations for standardization,"Sepucha K, Ozanne EM.",Patient Educ Couns. 2010 Jan;78(1):12-23. doi: 10.1016/j.pec.2009.05.011. Epub 2009 Jun 30.,Sepucha K,Patient Educ Couns,2010,2009/07/03,,,10.1016/j.pec.2009.05.011
Systematic,33658141,Communicating with older adults with long-term conditions about self-management goals: A systematic review and thematic synthesis,"Lawless MT, Drioli-Phillips P, Archibald MM, Ambagtsheer RC, Kitson AL.",Patient Educ Couns. 2021 Oct;104(10):2439-2452. doi: 10.1016/j.pec.2021.02.035. Epub 2021 Feb 20.,Lawless MT,Patient Educ Couns,2021,2021/03/04,,,10.1016/j.pec.2021.02.035
Systematic,40132499,Patients' requests and physicians' prescribing behavior. A systematic review,"Rinaldi A, Bullo A, Schulz PJ.",Patient Educ Couns. 2025 Jul;136:108747. doi: 10.1016/j.pec.2025.108747. Epub 2025 Mar 16.,Rinaldi A,Patient Educ Couns,2025,2025/03/25,,,10.1016/j.pec.2025.108747
Systematic,32381287,Opportunities for patients to engage in postoperative recovery following cardiac surgery: A systematic narrative review,"McDonall J, Heynsbergh N, Oxley S, Botti M, Hutchinson A.",Patient Educ Couns. 2020 Oct;103(10):2095-2106. doi: 10.1016/j.pec.2020.04.004. Epub 2020 Apr 14.,McDonall J,Patient Educ Couns,2020,2020/05/09,,,10.1016/j.pec.2020.04.004
Systematic,38402714,Effectiveness of remotely delivered motivational conversations on health outcomes in patients living with musculoskeletal conditions: A systematic review and meta-analysis,"MacKean A, Godfrey E, Jones GD, Kedroff L, Sparks L, Jones GL.",Patient Educ Couns. 2024 Jun;123:108204. doi: 10.1016/j.pec.2024.108204. Epub 2024 Feb 14.,MacKean A,Patient Educ Couns,2024,2024/02/25,,,10.1016/j.pec.2024.108204
Systematic,36455317,The effects of modifying elements of written informed consent forms for elective surgical or invasive procedures: A systematic review,"Bühn S, Huppertz E, Weise A, Lühnen J, Steckelberg A, Büchter RB, Hess S, Choi KA, Mathes T.",Patient Educ Couns. 2023 Feb;107:107576. doi: 10.1016/j.pec.2022.107576. Epub 2022 Nov 24.,Bühn S,Patient Educ Couns,2023,2022/12/01,,,10.1016/j.pec.2022.107576
Systematic,35641366,"""A bit of everything"": Health literacy interventions in chronic conditions - a systematic review","Larsen MH, Mengshoel AM, Andersen MH, Borge CR, Ahlsen B, Dahl KG, Eik H, Holmen H, Lerdal A, Mariussen KL, Thoresen L, Tschamper MK, Urstad KH, Vidnes TK, Wahl AK.",Patient Educ Couns. 2022 Oct;105(10):2999-3016. doi: 10.1016/j.pec.2022.05.008. Epub 2022 May 23.,Larsen MH,Patient Educ Couns,2022,2022/05/31,,,10.1016/j.pec.2022.05.008
Systematic,19345550,"A systematic review of the literature reporting on studies that examined the impact of interactive, computer-based patient education programs",Fox MP.,Patient Educ Couns. 2009 Oct;77(1):6-13. doi: 10.1016/j.pec.2009.02.011. Epub 2009 Apr 3.,Fox MP,Patient Educ Couns,2009,2009/04/07,,,10.1016/j.pec.2009.02.011
Systematic,26223850,Healthcare providers' accuracy in assessing patients' pain: A systematic review,"Ruben MA, van Osch M, Blanch-Hartigan D.",Patient Educ Couns. 2015 Oct;98(10):1197-206. doi: 10.1016/j.pec.2015.07.009. Epub 2015 Jul 21.,Ruben MA,Patient Educ Couns,2015,2015/07/31,,,10.1016/j.pec.2015.07.009
Systematic,34144856,Promoting advance care planning via mediated health resources: A systematic mixed studies review,"Diegelmann S, Bidmon S, Terlutter R.",Patient Educ Couns. 2022 Jan;105(1):15-29. doi: 10.1016/j.pec.2021.06.008. Epub 2021 Jun 9.,Diegelmann S,Patient Educ Couns,2022,2021/06/19,,,10.1016/j.pec.2021.06.008
Systematic,30458971,Humanistic communication in the evaluation of shared decision making: A systematic review,"Kunneman M, Gionfriddo MR, Toloza FJK, Gärtner FR, Spencer-Bonilla G, Hargraves IG, Erwin PJ, Montori VM.",Patient Educ Couns. 2019 Mar;102(3):452-466. doi: 10.1016/j.pec.2018.11.003. Epub 2018 Nov 12.,Kunneman M,Patient Educ Couns,2019,2018/11/22,,,10.1016/j.pec.2018.11.003
Systematic,29486994,The efficacy of telehealth delivered educational approaches for patients with chronic diseases: A systematic review,"Rush KL, Hatt L, Janke R, Burton L, Ferrier M, Tetrault M.",Patient Educ Couns. 2018 Aug;101(8):1310-1321. doi: 10.1016/j.pec.2018.02.006. Epub 2018 Feb 15.,Rush KL,Patient Educ Couns,2018,2018/03/01,,,10.1016/j.pec.2018.02.006
Systematic,26138158,Physician attitudes toward shared decision making: A systematic review,"Pollard S, Bansback N, Bryan S.",Patient Educ Couns. 2015 Sep;98(9):1046-57. doi: 10.1016/j.pec.2015.05.004. Epub 2015 May 23.,Pollard S,Patient Educ Couns,2015,2015/07/04,,,10.1016/j.pec.2015.05.004
Systematic,19647969,The impact of gender dyads on doctor-patient communication: a systematic review,"Sandhu H, Adams A, Singleton L, Clark-Carter D, Kidd J.",Patient Educ Couns. 2009 Sep;76(3):348-55. doi: 10.1016/j.pec.2009.07.010. Epub 2009 Aug 3.,Sandhu H,Patient Educ Couns,2009,2009/08/04,,,10.1016/j.pec.2009.07.010
Systematic,34389225,Impact in the quality of life of parents of children with chronic diseases using psychoeducational interventions - A systematic review with meta-analysis,"Garcia Rodrigues M, Rodrigues JD, Pereira AT, Azevedo LF, Pereira Rodrigues P, Areias JC, Areias ME.",Patient Educ Couns. 2022 Apr;105(4):869-880. doi: 10.1016/j.pec.2021.07.048. Epub 2021 Jul 29.,Garcia Rodrigues M,Patient Educ Couns,2022,2021/08/14,,,10.1016/j.pec.2021.07.048
Systematic,31839351,Effectiveness of communicative and educative strategies in chronic low back pain patients: A systematic review,"Barbari V, Storari L, Ciuro A, Testa M.",Patient Educ Couns. 2020 May;103(5):908-929. doi: 10.1016/j.pec.2019.11.031. Epub 2019 Dec 4.,Barbari V,Patient Educ Couns,2020,2019/12/17,,,10.1016/j.pec.2019.11.031
Systematic,20869189,Educational needs of patients with a stroke and their caregivers: a systematic review of the literature,"Hafsteinsdóttir TB, Vergunst M, Lindeman E, Schuurmans M.",Patient Educ Couns. 2011 Oct;85(1):14-25. doi: 10.1016/j.pec.2010.07.046. Epub 2010 Sep 23.,Hafsteinsdóttir TB,Patient Educ Couns,2011,2010/09/28,,,10.1016/j.pec.2010.07.046
Systematic,32005556,Educational programs to teach shared decision making to medical trainees: A systematic review,"Singh Ospina N, Toloza FJK, Barrera F, Bylund CL, Erwin PJ, Montori V.",Patient Educ Couns. 2020 Jun;103(6):1082-1094. doi: 10.1016/j.pec.2019.12.016. Epub 2020 Jan 13.,Singh Ospina N,Patient Educ Couns,2020,2020/02/02,,,10.1016/j.pec.2019.12.016
