검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Review,38637337,Transseptal coronary artery-a pictorial review,"Maller VV, Johnson JN, Boston U, Knott-Craig C.",Pediatr Radiol. 2024 Jul;54(8):1261-1269. doi: 10.1007/s00247-024-05911-x. Epub 2024 Apr 19.,Maller VV,Pediatr Radiol,2024,2024. 4. 18,PMC11255081,,10.1007/s00247-024-05911-x
Review,30159593,"Gauging potential risk for patients in pediatric radiology by review of over 2,000 incident reports","Snyder EJ, Zhang W, Jasmin KC, Thankachan S, Donnelly LF.",Pediatr Radiol. 2018 Dec;48(13):1867-1874. doi: 10.1007/s00247-018-4238-1. Epub 2018 Aug 29.,Snyder EJ,Pediatr Radiol,2018,2018. 8. 31,,,10.1007/s00247-018-4238-1
Review,37195305,Current state of radiomics in pediatric neuro-oncology practice: a systematic review,"Albalkhi I, Bhatia A, Lösch N, Goetti R, Mankad K.",Pediatr Radiol. 2023 Sep;53(10):2079-2091. doi: 10.1007/s00247-023-05679-6. Epub 2023 May 17.,Albalkhi I,Pediatr Radiol,2023,2023. 5. 17,,,10.1007/s00247-023-05679-6
Review,39060413,Sedation and anesthesia for imaging of the infant and neonate-a brief review,"Beaulieu FP, Zuckerberg G, Coletti K, Mapelli E, Flibotte J, Sampath S, Hwang M, Drum ET.",Pediatr Radiol. 2024 Sep;54(10):1579-1588. doi: 10.1007/s00247-024-05995-5. Epub 2024 Jul 26.,Beaulieu FP,Pediatr Radiol,2024,2024. 7. 26,PMC11377638,,10.1007/s00247-024-05995-5
Review,30877339,Review of paraneoplastic syndromes in children,"Ma GM, Chow JS, Taylor GA.",Pediatr Radiol. 2019 Apr;49(4):534-550. doi: 10.1007/s00247-019-04371-y. Epub 2019 Mar 16.,Ma GM,Pediatr Radiol,2019,2019. 3. 17,,,10.1007/s00247-019-04371-y
Review,37945937,A narrative review of radiomics and deep learning advances in neuroblastoma: updates and challenges,"Wang H, Chen X, He L.",Pediatr Radiol. 2023 Dec;53(13):2742-2755. doi: 10.1007/s00247-023-05792-6. Epub 2023 Nov 10.,Wang H,Pediatr Radiol,2023,2023. 11. 9,,,10.1007/s00247-023-05792-6
Review,35460035,Pediatric chest radiograph interpretation: how far has artificial intelligence come? A systematic literature review,"Padash S, Mohebbian MR, Adams SJ, Henderson RDE, Babyn P.",Pediatr Radiol. 2022 Jul;52(8):1568-1580. doi: 10.1007/s00247-022-05368-w. Epub 2022 Apr 23.,Padash S,Pediatr Radiol,2022,2022. 4. 23,PMC9033522,,10.1007/s00247-022-05368-w
Review,39545958,Accuracy of transabdominal ultrasound to diagnose functional constipation and fecal impaction in children: a systematic review and meta-analysis,"Vos JMBW, Bloem MN, de Geus A, Leeflang MMG, Spijker R, Koppen IJN, Baaleman DF, Benninga MA.",Pediatr Radiol. 2024 Dec;54(13):2227-2242. doi: 10.1007/s00247-024-06083-4. Epub 2024 Nov 15.,Vos JMBW,Pediatr Radiol,2024,2024. 11. 15,PMC11638420,,10.1007/s00247-024-06083-4
Review,37864711,Review of imaging recommendations from Response Assessment in Pediatric Neuro-Oncology (RAPNO),"Bhatia A, Sabin ND, Fisher MJ, Poussaint TY.",Pediatr Radiol. 2023 Dec;53(13):2723-2741. doi: 10.1007/s00247-023-05780-w. Epub 2023 Oct 21.,Bhatia A,Pediatr Radiol,2023,2023. 10. 21,,,10.1007/s00247-023-05780-w
Review,30923884,Survey of peer review programs among pediatric radiologists: report from the SPR Quality and Safety Committee,"Iyer RS, Swenson DW, Anand N, Blumfield E, Chandra T, Chavhan GB, Goodman TR, Khan N, Moore MM, Ngo TD, Sammet CL, Sze RW, Vera CD, Stanescu AL.",Pediatr Radiol. 2019 Apr;49(4):517-525. doi: 10.1007/s00247-018-4289-3. Epub 2019 Mar 29.,Iyer RS,Pediatr Radiol,2019,2019. 3. 30,,,10.1007/s00247-018-4289-3
Review,34734315,Computed tomography of pulmonary veins: review of congenital and acquired pathologies,"Romberg EK, Stanescu AL, Bhutta ST, Otto RK, Ferguson MR.",Pediatr Radiol. 2022 Dec;52(13):2510-2528. doi: 10.1007/s00247-021-05208-3. Epub 2021 Nov 4.,Romberg EK,Pediatr Radiol,2022,2021. 11. 4,,,10.1007/s00247-021-05208-3
Review,39419855,The value of magnetic resonance imaging in congenital cytomegalovirus infection: a systematic review,"Vande Walle C, Maris F, Schiettecatte E, Herregods N.",Pediatr Radiol. 2024 Dec;54(13):2157-2174. doi: 10.1007/s00247-024-06051-y. Epub 2024 Oct 18.,Vande Walle C,Pediatr Radiol,2024,2024. 10. 17,,,10.1007/s00247-024-06051-y
Review,23843130,Safety of contrast-enhanced ultrasound in children for non-cardiac applications: a review by the Society for Pediatric Radiology (SPR) and the International Contrast Ultrasound Society (ICUS),"Darge K, Papadopoulou F, Ntoulia A, Bulas DI, Coley BD, Fordham LA, Paltiel HJ, McCarville B, Volberg FM, Cosgrove DO, Goldberg BB, Wilson SR, Feinstein SB.",Pediatr Radiol. 2013 Sep;43(9):1063-73. doi: 10.1007/s00247-013-2746-6. Epub 2013 Jul 11.,Darge K,Pediatr Radiol,2013,2013. 7. 12,,,10.1007/s00247-013-2746-6
Review,16404556,Hepatoblastoma: an oncological review,"Roebuck DJ, Perilongo G.",Pediatr Radiol. 2006 Mar;36(3):183-6. doi: 10.1007/s00247-005-0064-3. Epub 2006 Jan 11.,Roebuck DJ,Pediatr Radiol,2006,2006. 1. 13,,,10.1007/s00247-005-0064-3
Review,35352133,Pulmonary lymphoproliferative disorders in children: a practical review,"Schapiro AH, Wikenheiser-Brokamp KA, Wermers JD, Rattan MS, Crotty EJ.",Pediatr Radiol. 2022 Jun;52(7):1224-1233. doi: 10.1007/s00247-022-05335-5. Epub 2022 Mar 29.,Schapiro AH,Pediatr Radiol,2022,2022. 3. 30,,,10.1007/s00247-022-05335-5
Review,41591436,Pediatric low-grade epilepsy-associated tumors (LEATS): neuroimaging review and genetics update,"Pelissier L, Sarma A, Rispoli J, Little S, Pruthi S, Foust A.",Pediatr Radiol. 2026 Jan 27. doi: 10.1007/s00247-026-06519-z. Online ahead of print.,Pelissier L,Pediatr Radiol,2026,2026. 1. 27,,,10.1007/s00247-026-06519-z
Review,36138217,Neonatal cardiorespiratory imaging-a multimodality state-of-the-art review,"Kellenberger CJ, Lovrenski J, Semple T, Caro-Domínguez P.",Pediatr Radiol. 2023 Apr;53(4):660-676. doi: 10.1007/s00247-022-05504-6. Epub 2022 Sep 23.,Kellenberger CJ,Pediatr Radiol,2023,2022. 9. 22,,,10.1007/s00247-022-05504-6
Review,34797394,Hepatic manifestations of systemic disease: an imaging-based review,"Cao JY, Artunduaga M, Schooler GR.",Pediatr Radiol. 2022 May;52(5):852-864. doi: 10.1007/s00247-021-05222-5. Epub 2021 Nov 19.,Cao JY,Pediatr Radiol,2022,2021. 11. 19,,,10.1007/s00247-021-05222-5
Review,39821667,Assessing the safety and effectiveness of endoscopic ultrasound for pediatric hepato-pancreatico-biliary disorders: a systematic review,"Alomari O, Abualkhair KA, Saad K, Magdy S, Omran JA, AlSanafini MM, Hassan LA, ElBasatiny OY, Machane D, Abdulrahim M, Abo-Elmaged HG, Elshaieb M, Elfarargy MS, Elhoufey A, Dailah HG, Sayed AH, Ismail A, Walid B, Hashemy M, Afifi AM, Elgenidy A.",Pediatr Radiol. 2025 Feb;55(2):215-225. doi: 10.1007/s00247-024-06159-1. Epub 2025 Jan 17.,Alomari O,Pediatr Radiol,2025,2025. 1. 17,,,10.1007/s00247-024-06159-1
Review,36221034,The ductus arteriosus: a review of embryology to intervention,"May LA, Masand PM, Qureshi AM, Jadhav SP.",Pediatr Radiol. 2023 Mar;53(3):509-522. doi: 10.1007/s00247-022-05518-0. Epub 2022 Oct 12.,May LA,Pediatr Radiol,2023,2022. 10. 11,,,10.1007/s00247-022-05518-0
Review,32910229,Early life ionizing radiation exposure and cancer risks: systematic review and meta-analysis,"Abalo KD, Rage E, Leuraud K, Richardson DB, Le Pointe HD, Laurier D, Bernier MO.",Pediatr Radiol. 2021 Jan;51(1):45-56. doi: 10.1007/s00247-020-04803-0. Epub 2020 Sep 10.,Abalo KD,Pediatr Radiol,2021,2020. 9. 10,,,10.1007/s00247-020-04803-0
Review,40500540,Physics and rationale in pediatric abdomen photon counting detector computed tomography: an investigative review towards development of a pediatric abdomen protocol,"Braaksma J, Greuter M, Verhagen MV.",Pediatr Radiol. 2025 Jul;55(8):1556-1567. doi: 10.1007/s00247-025-06274-7. Epub 2025 Jun 11.,Braaksma J,Pediatr Radiol,2025,2025. 6. 11,PMC12321945,,10.1007/s00247-025-06274-7
Review,32055916,Intracavitary contrast-enhanced ultrasonography in children: review with procedural recommendations and clinical applications from the European Society of Paediatric Radiology abdominal imaging task force,"Ključevšek D, Riccabona M, Ording Müller LS, Woźniak MM, Franchi-Abella S, Darge K, Mentzel HJ, Ntoulia A, Avni FE, Napolitano M, Lobo L, Littooij AS, Augdal TA, Bruno C, Damasio BM, Ibe D, Stafrace S, Petit P.",Pediatr Radiol. 2020 Apr;50(4):596-606. doi: 10.1007/s00247-019-04611-1. Epub 2020 Feb 13.,Ključevšek D,Pediatr Radiol,2020,2020. 2. 15,,,10.1007/s00247-019-04611-1
Review,35699762,Effectiveness of mock scanners and preparation programs for successful magnetic resonance imaging: a systematic review and meta-analysis,"Suzuki A, Yamaguchi R, Kim L, Kawahara T, Ishii-Takahashi A.",Pediatr Radiol. 2023 Jan;53(1):142-158. doi: 10.1007/s00247-022-05394-8. Epub 2022 Jun 14.,Suzuki A,Pediatr Radiol,2023,2022. 6. 14,,,10.1007/s00247-022-05394-8
Review,35438331,Computed tomography and magnetic resonance imaging of vascular rings and other things: a pictorial review,Madueme PC.,Pediatr Radiol. 2022 Sep;52(10):1839-1848. doi: 10.1007/s00247-022-05366-y. Epub 2022 Apr 19.,Madueme PC,Pediatr Radiol,2022,2022. 4. 19,,,10.1007/s00247-022-05366-y
Review,26209957,Pediatric ovarian torsion: a pictorial review,"Ngo AV, Otjen JP, Parisi MT, Ferguson MR, Otto RK, Stanescu AL.",Pediatr Radiol. 2015 Nov;45(12):1845-55; quiz 1842-4. doi: 10.1007/s00247-015-3385-x. Epub 2015 Jul 26.,Ngo AV,Pediatr Radiol,2015,2015. 7. 27,,,10.1007/s00247-015-3385-x
Review,34716453,Contrast-enhanced ultrasound: a comprehensive review of safety in children,"Ntoulia A, Anupindi SA, Back SJ, Didier RA, Hwang M, Johnson AM, McCarville MB, Papadopoulou F, Piskunowicz M, Sellars ME, Darge K.",Pediatr Radiol. 2021 Nov;51(12):2161-2180. doi: 10.1007/s00247-021-05223-4. Epub 2021 Oct 30.,Ntoulia A,Pediatr Radiol,2021,2021. 10. 30,PMC11459369,NIHMS1997010,10.1007/s00247-021-05223-4
Review,29273893,Intraoperative Doppler sonogram in pediatric liver transplants: a pictorial review of intraoperative and early postoperative complications,"Stanescu AL, Kamps SE, Dick AAS, Parisi MT, Phillips GS.",Pediatr Radiol. 2018 Mar;48(3):401-410. doi: 10.1007/s00247-017-4053-0. Epub 2017 Dec 22.,Stanescu AL,Pediatr Radiol,2018,2017. 12. 24,,,10.1007/s00247-017-4053-0
Review,37991500,CT contrast extravasation in children: a single-center experience and systematic review,"Dien Esquivel MF, Miller E, Bijelić V, Barrowman N, Putnins R.",Pediatr Radiol. 2024 Jan;54(1):34-42. doi: 10.1007/s00247-023-05811-6. Epub 2023 Nov 22.,Dien Esquivel MF,Pediatr Radiol,2024,2023. 11. 22,,,10.1007/s00247-023-05811-6
Review,40072520,MR imaging of pediatric meniscal retears: pearls and pitfalls - a pictorial review,"Fagbongbe O, Salman R, Kushare I, Bawa P, Amaral JZ, Kan JH.",Pediatr Radiol. 2025 May;55(6):1043-1053. doi: 10.1007/s00247-025-06211-8. Epub 2025 Mar 12.,Fagbongbe O,Pediatr Radiol,2025,2025. 3. 12,,,10.1007/s00247-025-06211-8
Review,19437006,Microcephaly: a radiological review,"Tarrant A, Garel C, Germanaud D, de Villemeur TB, Mignot C, Lenoir M, le Pointe HD.",Pediatr Radiol. 2009 Aug;39(8):772-80; quiz 888-9. doi: 10.1007/s00247-009-1266-x. Epub 2009 May 13.,Tarrant A,Pediatr Radiol,2009,2009. 5. 14,,,10.1007/s00247-009-1266-x
Review,39210093,Intraoperative ultrasound-guided paediatric urological surgery: a pictorial review,"Appleyard W, Meshaka R, Bebi C, Cho A, Chowdhury T, Smeulders N, Watson T.",Pediatr Radiol. 2024 Oct;54(11):1818-1830. doi: 10.1007/s00247-024-06035-y. Epub 2024 Aug 30.,Appleyard W,Pediatr Radiol,2024,2024. 8. 29,,,10.1007/s00247-024-06035-y
Review,37917168,Performance of two-dimensional shear wave elastography for detecting advanced liver fibrosis and cirrhosis in patients with biliary atresia: a systematic review and meta-analysis,"Dong B, Duan Y, Wang H, Chen Y, Lyu G.",Pediatr Radiol. 2023 Dec;53(13):2642-2650. doi: 10.1007/s00247-023-05796-2. Epub 2023 Nov 2.,Dong B,Pediatr Radiol,2023,2023. 11. 2,,,10.1007/s00247-023-05796-2
Review,36104540,Adjunctive techniques for percutaneous enteral access in children: a pictorial review,"Gaballah M, Acord MR, Escobar FA, Krishnamurthy G, Vatsky S, Srinivasan A, Cahill AM.",Pediatr Radiol. 2023 Feb;53(2):324-331. doi: 10.1007/s00247-022-05473-w. Epub 2022 Sep 15.,Gaballah M,Pediatr Radiol,2023,2022. 9. 14,,,10.1007/s00247-022-05473-w
Review,35501606,Childhood interstitial lung disease more prevalent in infancy: a practical review,"Schapiro AH, Baker ML, Rattan MS, Crotty EJ.",Pediatr Radiol. 2022 Nov;52(12):2267-2277. doi: 10.1007/s00247-022-05375-x. Epub 2022 May 2.,Schapiro AH,Pediatr Radiol,2022,2022. 5. 2,,,10.1007/s00247-022-05375-x
Review,26886911,The etiology and significance of fractures in infants and young children: a critical multidisciplinary review,"Servaes S, Brown SD, Choudhary AK, Christian CW, Done SL, Hayes LL, Levine MA, Moreno JA, Palusci VJ, Shore RM, Slovis TL.",Pediatr Radiol. 2016 May;46(5):591-600. doi: 10.1007/s00247-016-3546-6. Epub 2016 Feb 17.,Servaes S,Pediatr Radiol,2016,2016. 2. 18,,,10.1007/s00247-016-3546-6
Review,32588094,Whole-body magnetic resonance imaging in children - how and why? A systematic review,"Zadig P, von Brandis E, Lein RK, Rosendahl K, Avenarius D, Ording Müller LS.",Pediatr Radiol. 2021 Jan;51(1):14-24. doi: 10.1007/s00247-020-04735-9. Epub 2020 Jun 25.,Zadig P,Pediatr Radiol,2021,2020. 6. 27,PMC7796873,,10.1007/s00247-020-04735-9
Review,30923876,"Gadolinium-based contrast agents - review of recent literature on magnetic resonance imaging signal intensity changes and tissue deposits, with emphasis on pediatric patients","Blumfield E, Swenson DW, Iyer RS, Stanescu AL.",Pediatr Radiol. 2019 Apr;49(4):448-457. doi: 10.1007/s00247-018-4304-8. Epub 2019 Mar 29.,Blumfield E,Pediatr Radiol,2019,2019. 3. 30,,,10.1007/s00247-018-4304-8
Review,19241073,Malrotation and midgut volvulus: a historical review and current controversies in diagnosis and management,"Lampl B, Levin TL, Berdon WE, Cowles RA.",Pediatr Radiol. 2009 Apr;39(4):359-66. doi: 10.1007/s00247-009-1168-y. Epub 2009 Feb 25.,Lampl B,Pediatr Radiol,2009,2009. 2. 26,,,10.1007/s00247-009-1168-y
Review,31838567,Bowel ultrasound measurements in healthy children - systematic review and meta-analysis,"van Wassenaer EA, de Voogd FAE, van Rijn RR, van der Lee JH, Tabbers MM, van Etten-Jamaludin FS, Kindermann A, de Meij TGJ, Gecse KB, D'Haens GR, Benninga MA, Koot BGP.",Pediatr Radiol. 2020 Apr;50(4):501-508. doi: 10.1007/s00247-019-04567-2. Epub 2019 Dec 14.,van Wassenaer EA,Pediatr Radiol,2020,2019. 12. 16,PMC7067709,,10.1007/s00247-019-04567-2
Review,23636536,Craniosynostosis: imaging review and primer on computed tomography,"Badve CA, K MM, Iyer RS, Ishak GE, Khanna PC.",Pediatr Radiol. 2013 Jun;43(6):728-42; quiz 725-7. doi: 10.1007/s00247-013-2673-6. Epub 2013 May 2.,Badve CA,Pediatr Radiol,2013,2013. 5. 3,,,10.1007/s00247-013-2673-6
Review,32157365,Radiographic timelines for pediatric healing fractures: a systematic review,"Messer DL, Adler BH, Brink FW, Xiang H, Agnew AM.",Pediatr Radiol. 2020 Jul;50(8):1041-1048. doi: 10.1007/s00247-020-04648-7. Epub 2020 Mar 10.,Messer DL,Pediatr Radiol,2020,2020. 3. 12,,,10.1007/s00247-020-04648-7
Review,17031635,Pathology of the appendix in children: an institutional experience and review of the literature,Rabah R.,Pediatr Radiol. 2007 Jan;37(1):15-20. doi: 10.1007/s00247-006-0288-x. Epub 2006 Oct 10.,Rabah R,Pediatr Radiol,2007,2006. 10. 13,,,10.1007/s00247-006-0288-x
Review,31686173,Management of pediatric foot deformities: an imaging review,"Winfeld MJ, Winfeld BE.",Pediatr Radiol. 2019 Nov;49(12):1678-1690. doi: 10.1007/s00247-019-04503-4. Epub 2019 Nov 4.,Winfeld MJ,Pediatr Radiol,2019,2019. 11. 6,,,10.1007/s00247-019-04503-4
Review,35864243,Computed tomography and magnetic resonance imaging for pulmonary embolus evaluation in children: up-to-date review on practical imaging protocols,"Liu AZ, Winant AJ, Lu LK, Rameh V, Byun K, Lee EY.",Pediatr Radiol. 2023 Jun;53(7):1260-1269. doi: 10.1007/s00247-022-05451-2. Epub 2022 Jul 22.,Liu AZ,Pediatr Radiol,2023,2022. 7. 21,PMC9303848,,10.1007/s00247-022-05451-2
Review,36922418,Endemic mycoses in children in North America: a review of radiologic findings,"Campbell AP, Qiu L, Dillman JR, Trout AT, Szabo S, Lopez-Nunez OF, Pugmire BS, Schapiro AH.",Pediatr Radiol. 2023 May;53(5):984-1004. doi: 10.1007/s00247-023-05636-3. Epub 2023 Mar 16.,Campbell AP,Pediatr Radiol,2023,2023. 3. 16,PMC10017348,,10.1007/s00247-023-05636-3
Review,27933410,Magnetic resonance imaging patterns of treatment-related toxicity in the pediatric brain: an update and review of the literature,"Rossi Espagnet MC, Pasquini L, Napolitano A, Cacchione A, Mastronuzzi A, Caruso R, Tomà P, Longo D.",Pediatr Radiol. 2017 May;47(6):633-648. doi: 10.1007/s00247-016-3750-4. Epub 2016 Dec 9.,Rossi Espagnet MC,Pediatr Radiol,2017,2016. 12. 10,,,10.1007/s00247-016-3750-4
Review,40346255,"Contemporary ultrasound, computed tomography, or magnetic resonance imaging for acute appendicitis diagnosis in children and adolescents: systematic review and meta-analysis","Castro-Luna DI, Porras-Hernandez JD, Flores-Garcia JA, Dies-Suarez P, Servin-Martinez MF, Pierdant-Perez M.",Pediatr Radiol. 2025 Jun;55(7):1448-1464. doi: 10.1007/s00247-025-06261-y. Epub 2025 May 9.,Castro-Luna DI,Pediatr Radiol,2025,2025. 5. 9,,,10.1007/s00247-025-06261-y
Review,38282063,Urinary tract dilation classification system for predicting surgical management and urinary tract infection in neonates and young infants: a systematic review and meta-analysis,"Kim HW, Hwang J, Pai KS, Suh YA.",Pediatr Radiol. 2024 May;54(5):795-804. doi: 10.1007/s00247-024-05854-3. Epub 2024 Jan 29.,Kim HW,Pediatr Radiol,2024,2024. 1. 28,,,10.1007/s00247-024-05854-3
Review,37310444,A systematic review and meta-analysis of the role of Doppler ultrasonography of the superior mesenteric artery in detecting neonates at risk of necrotizing enterocolitis,"Rallis D, Kapetaniou K, Machas P, Balomenou F, Giapros V, Saliakellis E.",Pediatr Radiol. 2023 Sep;53(10):1989-2003. doi: 10.1007/s00247-023-05695-6. Epub 2023 Jun 13.,Rallis D,Pediatr Radiol,2023,2023. 6. 13,PMC10497699,,10.1007/s00247-023-05695-6
Review,39419854,"Has the cat got your tongue, or is something obstructing your throat? A review of imaging of ingested and aspirated foreign bodies in the paediatric population","Kvist O, Garcia JP.",Pediatr Radiol. 2024 Dec;54(13):2175-2184. doi: 10.1007/s00247-024-06068-3. Epub 2024 Oct 18.,Kvist O,Pediatr Radiol,2024,2024. 10. 17,PMC11638315,,10.1007/s00247-024-06068-3
Review,26346143,Review of diffusion tensor imaging and its application in children,"Vorona GA, Berman JI.",Pediatr Radiol. 2015 Sep;45 Suppl 3:S375-81. doi: 10.1007/s00247-015-3277-0. Epub 2015 Sep 7.,Vorona GA,Pediatr Radiol,2015,2015. 9. 9,,,10.1007/s00247-015-3277-0
Review,33884464,Venous injury in pediatric abusive head trauma: a pictorial review,"Vilanilam GK, Jayappa S, Desai S, Zuccoli G, Ramakrishnaiah RH, Choudhary AK.",Pediatr Radiol. 2021 May;51(6):918-926. doi: 10.1007/s00247-021-05016-9. Epub 2021 Apr 21.,Vilanilam GK,Pediatr Radiol,2021,2021. 4. 22,,,10.1007/s00247-021-05016-9
Review,26886915,A review of the literature for intra-arterial chemotherapy used to treat retinoblastoma,"Wyse E, Handa JT, Friedman AD, Pearl MS.",Pediatr Radiol. 2016 Aug;46(9):1223-33. doi: 10.1007/s00247-016-3554-6. Epub 2016 Feb 17.,Wyse E,Pediatr Radiol,2016,2016. 2. 18,,,10.1007/s00247-016-3554-6
Review,26271622,Risks to the fetus from diagnostic imaging during pregnancy: review and proposal of a clinical protocol,"Gomes M, Matias A, Macedo F.",Pediatr Radiol. 2015 Dec;45(13):1916-29. doi: 10.1007/s00247-015-3403-z. Epub 2015 Aug 14.,Gomes M,Pediatr Radiol,2015,2015. 8. 15,,,10.1007/s00247-015-3403-z
Review,33999240,Spinal subdural hemorrhage in abusive head trauma: a pictorial review,"Garcia-Pires F, Jayappa S, Desai S, Ramakrishnaiah RH, Choudhary AK.",Pediatr Radiol. 2021 May;51(6):980-990. doi: 10.1007/s00247-020-04931-7. Epub 2021 May 17.,Garcia-Pires F,Pediatr Radiol,2021,2021. 5. 17,,,10.1007/s00247-020-04931-7
Review,26135644,Madelung deformity and Madelung-type deformities: a review of the clinical and radiological characteristics,"Ali S, Kaplan S, Kaufman T, Fenerty S, Kozin S, Zlotolow DA.",Pediatr Radiol. 2015 Nov;45(12):1856-63. doi: 10.1007/s00247-015-3390-0. Epub 2015 Jul 2.,Ali S,Pediatr Radiol,2015,2015. 7. 3,,,10.1007/s00247-015-3390-0
Review,27229509,Magnetic resonance imaging in pediatric appendicitis: a systematic review,"Moore MM, Kulaylat AN, Hollenbeak CS, Engbrecht BW, Dillman JR, Methratta ST.",Pediatr Radiol. 2016 May;46(6):928-39. doi: 10.1007/s00247-016-3557-3. Epub 2016 May 26.,Moore MM,Pediatr Radiol,2016,2016. 5. 28,,,10.1007/s00247-016-3557-3
Review,34050380,Tracheal trifurcation: new cases and review of the literature,"Santangelo TP, Ottavianelli A, Curione D, Casazza I, Viglietti D, Agati S, Galletti L, Tomà P, Secinaro A.",Pediatr Radiol. 2021 Sep;51(10):1848-1855. doi: 10.1007/s00247-021-05075-y. Epub 2021 May 28.,Santangelo TP,Pediatr Radiol,2021,2021. 5. 29,,,10.1007/s00247-021-05075-y
Review,28444423,Canal of Nuck hernia: a multimodality imaging review,"Rees MA, Squires JE, Tadros S, Squires JH.",Pediatr Radiol. 2017 Jul;47(8):893-898. doi: 10.1007/s00247-017-3853-6. Epub 2017 Apr 25.,Rees MA,Pediatr Radiol,2017,2017. 4. 27,,,10.1007/s00247-017-3853-6
Review,33999239,Spinal ligamentous injury in abusive head trauma: a pictorial review,"Haq I, Jayappa S, Desai SK, Ramakrishnaiah R, Choudhary AK.",Pediatr Radiol. 2021 May;51(6):971-979. doi: 10.1007/s00247-020-04922-8. Epub 2021 May 17.,Haq I,Pediatr Radiol,2021,2021. 5. 17,,,10.1007/s00247-020-04922-8
Review,35953542,Publication timeline of chest imaging reporting in children with coronavirus disease 2019 (COVID-19): a systematic review spanning 2020,"Ramirez-Suarez KI, Miranda-Schaeubinger M, Rapp JB, Sodhi KS, Saul D, Andronikou S.",Pediatr Radiol. 2022 Sep;52(10):1998-2008. doi: 10.1007/s00247-022-05466-9. Epub 2022 Aug 12.,Ramirez-Suarez KI,Pediatr Radiol,2022,2022. 8. 11,PMC9371962,,10.1007/s00247-022-05466-9
Review,27048363,Neuroradiologic characteristics of astroblastoma and systematic review of the literature: 2 new cases and 125 cases reported in 59 publications,"Cunningham DA, Lowe LH, Shao L, Acosta NR.",Pediatr Radiol. 2016 Aug;46(9):1301-8. doi: 10.1007/s00247-016-3607-x. Epub 2016 Apr 5.,Cunningham DA,Pediatr Radiol,2016,2016. 4. 7,,,10.1007/s00247-016-3607-x
Review,41348237,Advances in FDG PET imaging for staging and prognostic assessment in pediatric lymphoma: a systematic review,"Ghazi FM, Shafiei S, SeyedAlinaghi S.",Pediatr Radiol. 2026 Jan;56(1):78-100. doi: 10.1007/s00247-025-06476-z. Epub 2025 Dec 5.,Ghazi FM,Pediatr Radiol,2026,2025. 12. 5,,,10.1007/s00247-025-06476-z
Review,33999231,Brief resolved unexplained events vs. child maltreatment: a review of clinical overlap and evaluation,"Chaiyachati BH, Wood JN.",Pediatr Radiol. 2021 May;51(6):866-871. doi: 10.1007/s00247-020-04793-z. Epub 2021 May 17.,Chaiyachati BH,Pediatr Radiol,2021,2021. 5. 17,,,10.1007/s00247-020-04793-z
Review,26754537,Antenatal and postnatal radiologic diagnosis of holocarboxylase synthetase deficiency: a systematic review,"Bandaralage SP, Farnaghi S, Dulhunty JM, Kothari A.",Pediatr Radiol. 2016 Mar;46(3):357-64. doi: 10.1007/s00247-015-3492-8. Epub 2016 Jan 11.,Bandaralage SP,Pediatr Radiol,2016,2016. 1. 13,,,10.1007/s00247-015-3492-8
Review,7019832,The Coffin-Siris syndrome. A report of four cases and review of the literature,"Lucaya J, Garcia-Conesa JA, Bosch-Banyeras JM, Pons-Peradejordi G.",Pediatr Radiol. 1981;11(1):35-8. doi: 10.1007/BF00972041.,Lucaya J,Pediatr Radiol,1981,1981. 1. 1,,,10.1007/BF00972041
Review,36627376,A pictorial review of the radiographic skeletal findings in Morquio syndrome (mucopolysaccharidosis type IV),"Padash S, Obaid H, Henderson RDE, Padash Y, Adams SJ, Miller SF, Babyn P.",Pediatr Radiol. 2023 May;53(5):971-983. doi: 10.1007/s00247-022-05585-3. Epub 2023 Jan 11.,Padash S,Pediatr Radiol,2023,2023. 1. 10,,,10.1007/s00247-022-05585-3
Review,32857206,Dual-energy X-ray absorptiometry bone densitometry in pediatrics: a practical review and update,"Khalatbari H, Binkovitz LA, Parisi MT.",Pediatr Radiol. 2021 Jan;51(1):25-39. doi: 10.1007/s00247-020-04756-4. Epub 2020 Aug 28.,Khalatbari H,Pediatr Radiol,2021,2020. 8. 29,,,10.1007/s00247-020-04756-4
Review,38750327,Ultrasound and computed tomography angiography diagnosis of fetal right atrial isomerism with cardiac total anomalous pulmonary venous connection and intestinal malrotation: a case report and literature review,"Gao J, Ou H, Xing H, Chen H, Huang Y, Cao F, Wang Y.",Pediatr Radiol. 2024 Jul;54(8):1399-1404. doi: 10.1007/s00247-024-05938-0. Epub 2024 May 16.,Gao J,Pediatr Radiol,2024,2024. 5. 15,,,10.1007/s00247-024-05938-0
Review,33837798,Non-radiologist-performed abdominal point-of-care ultrasonography in paediatrics - a scoping review,"van Wassenaer EA, Daams JG, Benninga MA, Rosendahl K, Koot BGP, Stafrace S, Arthurs OJ, van Rijn RR.",Pediatr Radiol. 2021 Jul;51(8):1386-1399. doi: 10.1007/s00247-021-04997-x. Epub 2021 Apr 10.,van Wassenaer EA,Pediatr Radiol,2021,2021. 4. 10,PMC8266706,,10.1007/s00247-021-04997-x
